Transaction ID,Transaction Date,Customer First Name,Customer Last Name,Gender,Age,Province,City,Brand,Segment,Brand Category,Price,Qty Item,Total Amount,Rating,Returned
NEGF9FDNVR,2020-06-28,Henry,Stone,Male,34,Laguna,Santa Rosa,Gap,Women,Leggings,1430,2,2860,Outstanding,No
IDC4FJTIGO,2023-10-15,Rachel,Jimenez,Female,47,Metro Manila,Makati,H&M,Men,Pants,1233,2,2466,Outstanding,No
WWQ6PA0BV4,2023-06-23,Carrie,Osborn,Female,31,Bulacan,Malolos,Adidas,Kids,Tops,1106,3,3318,Outstanding,No
AIMFWD6AOQ,2022-08-26,Samantha,Pace,Female,23,Metro Manila,Quezon City,Puma,Kids,Jeans,1380,9,12420,Satisfactory,No
OYZ600II0Q,2023-04-20,Sarah,Kelley,Female,42,Pangasinan,Mangaldan,Nike,Kids,Shorts,1270,7,8890,Outstanding,No
VH6NHIP1UQ,2020-10-15,Paul,West,Female,31,Rizal,Antipolo,Lee,Kids,Hoodies & Sweatshirts,1418,1,1418,Outstanding,No
MHEQIJ6LI2,2023-07-24,Darren,Spencer,Male,18,Metro Manila,Taguig,Uniqlo,Kids,Dresses,1054,3,3162,Satisfactory,No
POAUIR8BDH,2023-03-24,Matthew,Diaz,Female,26,Metro Manila,Manila,Uniqlo,Kids,Polos,1055,2,2110,Satisfactory,No
A6AZ55G6DC,2022-03-19,John,Roth,Female,35,Cavite,Imus,Gap,Women,Jacket & Coats,1199,4,4796,Very Satisfactory,No
R822VNZKPU,2021-04-25,Jacob,Powell,Female,27,Batangas,Tanauan,Nike,Women,Skirts,943,1,943,Very Satisfactory,No
22FADG2JPA,2024-08-02,Michael,Rangel,Female,21,Bulacan,Malolos,Uniqlo,Women,Pants,1466,1,1466,Very Satisfactory,No
HGBSGLSR4X,2023-07-03,Samantha,Cochran,Male,37,Bulacan,Malolos,Gap,Men,Polos,1251,3,3753,Outstanding,No
GBP7DF4YYK,2023-08-13,Renee,Zimmerman,Female,29,Laguna,Santa Rosa,Uniqlo,Kids,Jacket & Coats,983,3,2949,Very Satisfactory,No
K0SIHZ2F73,2023-01-05,Mary,Garcia,Female,24,Cavite,Bacoor,Uniqlo,Women,Jacket & Coats,1108,3,3324,Outstanding,No
QNLJJNAGA3,2023-11-13,April,Alvarado,Female,41,Laguna,Santa Rosa,Nike,Women,Shorts,1017,1,1017,Unsatisfactory,Yes
F9SH1VJ7CO,2023-09-18,Luke,Rose,Male,38,Bulacan,Malolos,Puma,Men,Shirts,1147,2,2294,Very Satisfactory,No
IRVEHYQDBW,2023-11-01,Bailey,Patel,Female,34,Batangas,Lipa,Lee,Men,Hoodies & Sweatshirts,909,2,1818,Outstanding,No
OB9AU0O2UD,2022-03-30,Phillip,Payne,Female,20,Metro Manila,Manila,Puma,Women,Lingerie & Lounge wear,1269,3,3807,Satisfactory,No
L742RYM6JU,2023-03-20,James,Flores,Male,32,Bulacan,Meycauayan,Nike,Men,Shorts,989,2,1978,Outstanding,No
9FCOG7GVMX,2024-07-31,Seth,Gonzalez,Male,25,Metro Manila,Pasig,Nike,Men,Pants,1192,3,3576,Outstanding,No
U2CF0JH0N2,2023-05-18,Sheryl,Simmons,Male,34,Metro Manila,Makati,Uniqlo,Women,Jacket & Coats,1164,3,3492,Very Satisfactory,No
KKEID4QUE2,2024-05-21,Ryan,Miller,Female,36,Metro Manila,Makati,Nike,Kids,Polos,1451,3,4353,Very Satisfactory,No
HPF08B7TIN,2024-08-08,Andrew,Garcia,Female,20,Bulacan,Malolos,Puma,Women,Skirts,1417,1,1417,Outstanding,No
UMCJHCL8QE,2021-07-23,Anna,Lynch,Female,20,Metro Manila,Makati,Adidas,Men,Polos,1109,6,6654,Very Satisfactory,No
5R0FV1LNY5,2021-08-30,Kevin,Gay,Female,27,Batangas,Batangas City,Nike,Women,Dresses,1274,1,1274,Very Satisfactory,No
O7DZQCOP6E,2024-02-16,Kelli,Townsend,Male,37,Pangasinan,Dagupan,Puma,Men,Hoodies & Sweatshirts,1294,1,1294,Unsatisfactory,Yes
QKQLGO8MPT,2023-05-11,Holly,Rose,Female,33,Bulacan,Malolos,Puma,Women,Jacket & Coats,970,1,970,Very Satisfactory,No
RWX46TTZ5Q,2020-07-25,Bobby,Arroyo,Female,33,Laguna,Santa Rosa,Gap,Kids,Dresses,1390,1,1390,Outstanding,No
HUXOYEEVOU,2024-07-22,Kurt,Matthews,Female,30,Rizal,Antipolo,Lee,Men,Outwear,1453,2,2906,Very Satisfactory,No
SIAGWSFHB3,2021-07-15,Rachel,Daniels,Female,40,Batangas,Batangas City,Adidas,Men,T-Shirts,914,1,914,Outstanding,No
YSIQK9K235,2020-07-15,Danielle,Stevenson,Female,33,Laguna,Santa Rosa,Nike,Men,Shorts,1414,5,7070,Very Satisfactory,No
UCEUBMV1OI,2023-05-14,Amanda,Williams,Female,41,Pangasinan,Urdaneta,Adidas,Women,Pants,1284,2,2568,Satisfactory,No
FKOJT1F3D0,2024-01-24,Kevin,Lopez,Female,25,Metro Manila,Pasig,Nike,Women,Tops,1242,2,2484,Satisfactory,No
8FW8OWLAVH,2021-03-05,Tamara,Williams,Female,27,Metro Manila,Taguig,Gap,Women,Leggings,1063,1,1063,Outstanding,No
PHWAPW80I4,2023-12-13,Marcia,Russo,Female,28,Rizal,Cainta,Adidas,Men,Underwear & Lounge wear,1181,1,1181,Outstanding,No
7YKCCUM7I5,2024-08-05,Joanna,Warren,Female,48,Pangasinan,Urdaneta,H&M,Men,Underwear & Lounge wear,994,1,994,Very Satisfactory,No
AM4B09V07O,2022-01-06,Gregory,Wood,Female,29,Laguna,Calamba,Nike,Men,Hoodies & Sweatshirts,938,3,2814,Very Satisfactory,No
GV01EQA870,2024-07-01,Holly,Lozano,Female,26,Cavite,Imus,Puma,Women,Leggings,1203,2,2406,Very Satisfactory,No
4RXJ9R5BWN,2020-11-04,Corey,Dodson,Female,29,Laguna,San Pedro,Nike,Men,Jeans,1194,9,10746,Very Satisfactory,No
KRBOKKBNUB,2023-07-28,Patricia,Joseph,Female,27,Bulacan,Meycauayan,Gap,Women,Dresses,1041,2,2082,Satisfactory,No
FBZ0R9QY0E,2021-10-30,Charles,Harris,Male,24,Rizal,Taytay,Gap,Women,Jeans,997,3,2991,Outstanding,No
FIDSKN0D60,2023-09-07,Jamie,Bowman,Male,19,Batangas,Lipa,Adidas,Men,Jeans,942,5,4710,Outstanding,No
F4ON4HPTWB,2024-03-11,Alexis,Weeks,Female,39,Pangasinan,Mangaldan,Puma,Men,Outwear,970,1,970,Outstanding,No
0QNEU6S8Z1,2023-08-08,Jamie,Norris,Female,21,Pangasinan,Mangaldan,Lee,Men,Polos,1423,2,2846,Satisfactory,No
JIDMTBVXYT,2023-06-07,Sandra,Smith,Female,29,Bulacan,Malolos,H&M,Men,Underwear & Lounge wear,1067,3,3201,Very Satisfactory,No
U4CA8OKWD7,2022-10-25,John,Cervantes,Female,25,Rizal,Taytay,Nike,Women,Lingerie & Lounge wear,972,7,6804,Satisfactory,No
SKNU9XH0DL,2021-11-01,Marie,Joyce,Female,31,Bulacan,Meycauayan,Gap,Men,Outwear,1134,2,2268,Outstanding,No
GHJEWGW63D,2021-04-05,Valerie,Serrano,Male,28,Laguna,Santa Rosa,Uniqlo,Men,Jeans,928,4,3712,Very Satisfactory,No
2GVXIYFXAK,2021-12-02,Nathan,Monroe,Female,28,Rizal,Taytay,Puma,Men,Outwear,1188,9,10692,Unsatisfactory,Yes
GM84EIETJ6,2024-05-17,Bradley,Thomas,Female,21,Metro Manila,Manila,Nike,Women,Jacket & Coats,1475,1,1475,Outstanding,No
BTONS8CRH9,2021-03-24,John,Barnett,Female,21,Cavite,Dasmariñas,Nike,Men,Outwear,1416,1,1416,Outstanding,No
2PPXPCH7WJ,2023-09-01,Nicole,Henderson,Female,30,Cavite,Imus,Nike,Men,Pants,1004,8,8032,Very Satisfactory,No
U53HSNAM1Q,2021-07-28,Ashley,Shields,Male,40,Pangasinan,Dagupan,H&M,Men,Hoodies & Sweatshirts,1194,1,1194,Satisfactory,No
3C7KJS7HAY,2023-02-04,Connie,Harris,Male,24,Pangasinan,Mangaldan,Lee,Men,Shirts,1375,3,4125,Very Satisfactory,No
XGGGJ8WV0M,2020-05-26,Natasha,Doyle,Female,21,Pangasinan,San Carlos,Uniqlo,Kids,Jeans,1294,7,9058,Very Satisfactory,No
W7E1AHEGXN,2023-02-01,Joseph,Vaughn,Female,27,Laguna,San Pedro,Lee,Women,Jacket & Coats,1385,1,1385,Very Satisfactory,No
LOZ8IICXED,2020-09-25,Robert,Gutierrez,Female,39,Laguna,Santa Rosa,Lee,Men,Jeans,1074,5,5370,Outstanding,No
C0UC5PA6WC,2023-10-13,Joshua,Santana,Female,35,Pangasinan,Urdaneta,Gap,Men,Outwear,1343,3,4029,Very Satisfactory,No
YYN1OB78YT,2023-11-23,Lisa,Freeman,Female,43,Bulacan,Malolos,Lee,Men,Shorts,1021,1,1021,Outstanding,No
5HWUM8RU8K,2023-10-17,Carol,Sims,Female,26,Metro Manila,Pasig,Uniqlo,Kids,Shirts,1259,5,6295,Outstanding,No
8EEZI3M9TR,2024-05-17,Randall,Dominguez,Male,29,Pangasinan,Mangaldan,Adidas,Women,Shorts,936,2,1872,Outstanding,No
6AJ35S0WBU,2021-07-28,Shane,Alvarado,Male,21,Rizal,Cainta,Gap,Women,Jeans,1233,3,3699,Very Satisfactory,No
P1H086VYBZ,2024-06-10,Jeffrey,Walsh,Female,18,Bulacan,Meycauayan,Puma,Women,Shorts,1202,3,3606,Satisfactory,No
Q5V3VAA39G,2023-04-06,Darius,Barrera,Female,33,Pangasinan,Mangaldan,Adidas,Men,Pants,1064,1,1064,Very Satisfactory,No
KYTEKN2KA9,2023-01-14,Tracy,White,Female,31,Rizal,Antipolo,Nike,Women,Pants,1145,1,1145,Outstanding,No
KTGM4SO35F,2021-04-23,Mark,Harding,Female,19,Rizal,Antipolo,Uniqlo,Men,Hoodies & Sweatshirts,1212,2,2424,Very Satisfactory,No
WFD2G6LEHR,2024-07-10,Jonathan,Becker,Female,34,Batangas,Tanauan,Gap,Women,Tops,935,1,935,Unsatisfactory,No
HFKF5UHOIY,2023-06-08,Sarah,Sanders,Female,26,Laguna,Calamba,H&M,Men,Shirts,1426,1,1426,Unsatisfactory,Yes
D1JR404068,2021-08-03,Amanda,Mitchell,Female,39,Laguna,Calamba,Adidas,Women,Leggings,1418,3,4254,Very Satisfactory,No
T0AZ48C05H,2020-03-14,Ashley,Rodriguez,Female,36,Metro Manila,Makati,Uniqlo,Kids,Pants,1110,1,1110,Outstanding,No
DBQJ24VVHG,2023-05-28,David,Carson,Male,24,Batangas,Lipa,Puma,Women,Skirts,1257,2,2514,Very Satisfactory,No
MZXP1VE0J2,2024-07-19,Nicole,Clements,Female,39,Cavite,Bacoor,Gap,Kids,Shirts,975,8,7800,Very Satisfactory,No
GAEK6YZSE6,2022-05-15,Angela,Jimenez,Female,32,Laguna,San Pedro,Nike,Kids,Tops,1020,3,3060,Outstanding,No
E1UTOLERTN,2023-10-17,David,Cowan,Female,29,Pangasinan,Dagupan,H&M,Men,Shirts,1352,5,6760,Very Satisfactory,No
BHC7Y617BP,2024-01-06,Taylor,Rodriguez,Male,36,Batangas,Batangas City,H&M,Men,Shorts,1207,1,1207,Outstanding,No
CRZFGG78FY,2023-05-29,Jeremy,Whitaker,Female,50,Bulacan,Meycauayan,Lee,Men,Shirts,993,3,2979,Very Satisfactory,No
ZN1EDHEGJZ,2024-08-05,Jack,Farmer,Male,28,Batangas,Tanauan,Gap,Men,Polos,1039,2,2078,Outstanding,No
HV5RAPWGUW,2023-03-21,Lindsay,Allen,Male,37,Cavite,Bacoor,Uniqlo,Kids,Shorts,1093,2,2186,Very Satisfactory,No
60FWR2FPMT,2021-05-04,Christina,Kim,Male,40,Batangas,Batangas City,Puma,Women,Skirts,1307,3,3921,Outstanding,No
MYHQQHSKB1,2023-08-11,Douglas,Harper,Female,39,Laguna,San Pedro,Puma,Kids,Shorts,1219,1,1219,Very Satisfactory,No
TI50RE5T09,2024-01-22,Blake,Peck,Female,29,Bulacan,Malolos,Lee,Men,T-Shirts,922,5,4610,Outstanding,No
RM3CUFPECW,2024-08-03,Katie,Lopez,Male,40,Cavite,Dasmariñas,Adidas,Women,Tops,901,4,3604,Outstanding,No
8XPYF1QGA8,2022-10-07,Jason,Stewart,Female,42,Pangasinan,San Carlos,Puma,Women,Lingerie & Lounge wear,1072,4,4288,Very Satisfactory,No
9C1XN4CIM8,2022-02-27,Ashley,Fry,Female,32,Pangasinan,Dagupan,H&M,Men,Jeans,1491,3,4473,Very Satisfactory,No
TKGN64B95R,2024-03-02,Matthew,Clements,Female,19,Cavite,Dasmariñas,Adidas,Men,Outwear,1384,3,4152,Very Satisfactory,No
KR29XU014N,2023-12-20,Sandra,Bell,Female,36,Rizal,Taytay,Adidas,Women,Jacket & Coats,1326,10,13260,Satisfactory,No
DIACNIQ92I,2022-04-14,James,Schneider,Male,33,Cavite,Imus,Lee,Women,Lingerie & Lounge wear,1040,1,1040,Very Satisfactory,No
LVTK2L7871,2024-04-15,Peter,Hernandez,Female,34,Batangas,Tanauan,H&M,Women,Tops,1186,2,2372,Satisfactory,No
SBN1QXV05Z,2024-06-27,Kelly,Brown,Female,21,Bulacan,Malolos,H&M,Women,Shorts,1097,2,2194,Outstanding,No
DEL4B7T032,2022-10-16,Jack,Lee,Female,31,Bulacan,San Jose del Monte,Puma,Women,Tops,1164,3,3492,Outstanding,No
5H5RJ74W0U,2024-02-27,Diane,Gonzales,Female,33,Batangas,Tanauan,Gap,Kids,Pants,1059,1,1059,Satisfactory,No
K7SCKUYPJG,2023-05-02,Monica,Jones,Female,39,Cavite,Imus,Adidas,Women,Leggings,1172,8,9376,Outstanding,No
8VU8LIFWRL,2020-09-06,John,Rice,Female,33,Bulacan,San Jose del Monte,Uniqlo,Kids,Sleepwear,1121,8,8968,Very Satisfactory,No
1G7MJ8JD2T,2023-12-24,Angela,Thomas,Female,19,Bulacan,San Jose del Monte,Uniqlo,Women,Shorts,1104,4,4416,Very Satisfactory,No
UHOPIYW3XN,2024-07-07,Tamara,Brown,Female,23,Batangas,Tanauan,Nike,Women,Dresses,1347,1,1347,Very Satisfactory,No
KG5RMW9VAI,2024-03-05,Gail,Ortiz,Female,18,Bulacan,Malolos,Lee,Men,Pants,1500,9,13500,Outstanding,No
KNMKNABQ37,2022-12-25,Amanda,Montgomery,Male,29,Pangasinan,Mangaldan,Adidas,Women,Tops,905,9,8145,Satisfactory,No
IU0952LVFK,2022-02-24,Geoffrey,Cantu,Female,25,Bulacan,Meycauayan,Nike,Men,Shirts,1452,2,2904,Outstanding,No
NRKYAYXP5X,2021-12-17,Mitchell,Thomas,Male,28,Batangas,Lipa,Lee,Women,Jacket & Coats,1342,3,4026,Unsatisfactory,No
S6U3FT6GQ9,2023-02-04,Dale,Hall,Male,26,Bulacan,Malolos,H&M,Women,Lingerie & Lounge wear,1063,3,3189,Very Satisfactory,No
X1SS1JOWQO,2024-03-08,Patrick,Hart,Female,20,Metro Manila,Quezon City,Uniqlo,Kids,Hoodies & Sweatshirts,1068,1,1068,Very Satisfactory,No
UORTUEVZIF,2021-01-19,Lisa,Mack,Male,23,Metro Manila,Pasig,Gap,Kids,Shirts,1402,2,2804,Satisfactory,No
G69IK941FS,2024-06-27,David,Walker,Female,23,Batangas,Tanauan,H&M,Men,Outwear,1441,1,1441,Satisfactory,No
WD2UYGW9A0,2024-06-28,Courtney,Elliott,Female,22,Batangas,Lipa,Lee,Kids,Pants,1334,3,4002,Very Satisfactory,No
8QWJX8VTET,2024-03-02,Charles,Banks,Female,27,Bulacan,Malolos,Adidas,Men,Jeans,1131,3,3393,Outstanding,No
EYQD8LE6MR,2023-05-18,Renee,Pineda,Female,27,Rizal,Antipolo,Gap,Women,Lingerie & Lounge wear,962,3,2886,Outstanding,No
GBZKASRWCA,2024-01-27,Deanna,Campbell,Male,21,Bulacan,San Jose del Monte,Lee,Women,Jeans,1500,1,1500,Outstanding,No
COIABKN37O,2023-12-23,Christina,Cole,Female,31,Metro Manila,Manila,Uniqlo,Kids,Shorts,1082,8,8656,Very Satisfactory,No
OT6IZSAPWI,2024-03-15,Kaitlin,Vega,Female,23,Bulacan,Meycauayan,Gap,Men,Shorts,1270,3,3810,Outstanding,No
LXP7O350RU,2024-07-31,Cheyenne,Reed,Female,49,Cavite,Imus,Nike,Women,Tops,1390,2,2780,Very Satisfactory,No
KFSUE55OXT,2023-05-29,Vanessa,Gibson,Male,25,Rizal,Cainta,Uniqlo,Kids,Leggings,1293,10,12930,Poor,Yes
O55CVY5XN9,2024-04-30,Samantha,Hernandez,Female,31,Batangas,Batangas City,Lee,Men,Jeans,984,1,984,Very Satisfactory,No
LADG1XM9OC,2020-08-10,Amanda,Ward,Female,33,Rizal,Antipolo,Puma,Kids,Underwear,1027,7,7189,Outstanding,No
87C3K6TDMR,2023-05-13,Drew,Walsh,Female,30,Laguna,San Pedro,Nike,Kids,Dresses,1330,3,3990,Outstanding,No
1RQ881S6X5,2020-03-31,Greg,Coffey,Male,30,Pangasinan,Mangaldan,Gap,Men,T-Shirts,1084,3,3252,Very Satisfactory,No
NIEOEUYD7I,2023-04-13,Yvette,Macias,Male,32,Metro Manila,Pasig,Lee,Men,Jeans,1089,3,3267,Outstanding,No
5KABGZ0XZI,2022-03-01,Micheal,Smith,Female,35,Rizal,Taytay,Adidas,Kids,Sleepwear,1281,4,5124,Very Satisfactory,No
LPY2X0J9Q5,2023-04-25,Linda,Thomas,Male,21,Bulacan,Meycauayan,Puma,Women,Dresses,1069,3,3207,Outstanding,No
72ZDC026ZO,2024-04-29,Steve,Page,Male,50,Bulacan,Malolos,Gap,Men,Pants,1310,2,2620,Outstanding,No
NA0XSB6HOL,2023-08-31,Amber,Perez,Female,32,Rizal,Taytay,Nike,Men,Underwear & Lounge wear,1340,8,10720,Satisfactory,No
89LW8BA3M1,2021-03-24,Richard,Larsen,Male,24,Pangasinan,Dagupan,Adidas,Women,Jeans,1253,3,3759,Very Satisfactory,No
PLO8OIB8A7,2023-12-14,Michael,Mcmahon,Female,31,Batangas,Batangas City,Nike,Kids,Pants,1359,8,10872,Outstanding,No
PSLEY1LO8A,2021-02-15,Robert,Butler,Male,21,Cavite,Dasmariñas,Lee,Men,T-Shirts,932,1,932,Outstanding,No
J7GSCQKKVO,2023-05-21,Jessica,Wallace,Female,18,Rizal,Cainta,Lee,Men,Shorts,1104,1,1104,Very Satisfactory,No
7AG13W2N5N,2021-12-04,Paul,Cox,Female,32,Batangas,Tanauan,Puma,Women,Leggings,1111,1,1111,Outstanding,No
Z1OUX61RM4,2024-06-15,Mark,Ross,Female,22,Bulacan,Malolos,Lee,Men,Underwear & Lounge wear,1015,4,4060,Very Satisfactory,No
Z3MEZ7ISRG,2023-06-02,Jennifer,Harris,Female,18,Metro Manila,Quezon City,Gap,Women,Pants,969,3,2907,Outstanding,No
N9TCOCNY3I,2024-06-16,Jay,Lee,Female,41,Pangasinan,San Carlos,Gap,Women,Tops,1341,10,13410,Unsatisfactory,Yes
FXGNB3EP18,2022-02-10,James,Russo,Female,39,Laguna,Calamba,Gap,Men,Outwear,1377,3,4131,Unsatisfactory,No
NXFEXFJCBU,2021-04-15,Donna,Montgomery,Female,20,Pangasinan,Dagupan,Lee,Men,Pants,1096,3,3288,Satisfactory,No
8DXO4VP6AQ,2022-07-03,Rachel,Kelley,Female,25,Metro Manila,Taguig,Gap,Men,Underwear & Lounge wear,1372,9,12348,Satisfactory,No
5137AIQZZL,2022-09-15,Kathryn,Russell,Female,27,Bulacan,Meycauayan,H&M,Women,Jacket & Coats,997,1,997,Very Satisfactory,No
7L3BTHQMQD,2024-04-06,Dawn,Lewis,Male,33,Rizal,Taytay,Puma,Women,Shorts,1056,10,10560,Very Satisfactory,No
16NR74L5B0,2023-11-19,Donald,Rodriguez,Female,25,Rizal,Antipolo,Puma,Women,Shorts,1089,1,1089,Very Satisfactory,No
IK75UZCQJ1,2022-12-14,Denise,Evans,Female,41,Cavite,Imus,Adidas,Men,T-Shirts,1254,3,3762,Very Satisfactory,No
KKVR2SOVSA,2022-02-12,Marissa,Hampton,Male,39,Cavite,Dasmariñas,H&M,Kids,Jeans,998,2,1996,Outstanding,No
KSCAOM3G46,2024-02-07,Cindy,Williams,Female,36,Batangas,Lipa,Gap,Kids,Jeans,1497,1,1497,Unsatisfactory,Yes
ZY5WOCRZSI,2023-09-19,Jeff,Arnold,Male,25,Metro Manila,Taguig,Nike,Men,Polos,1320,3,3960,Outstanding,No
S5FZ161PYB,2024-01-26,Eric,Cruz,Male,25,Rizal,Taytay,Gap,Kids,Sleepwear,1208,3,3624,Outstanding,No
9VVLMID882,2022-03-06,Zachary,White,Female,36,Batangas,Lipa,H&M,Women,Pants,906,5,4530,Very Satisfactory,No
2RE7XUS359,2023-10-29,Scott,Benson,Female,32,Rizal,Taytay,H&M,Women,Lingerie & Lounge wear,1349,3,4047,Very Satisfactory,No
TCDH334XWY,2023-08-07,Paul,Estrada,Female,30,Batangas,Batangas City,Uniqlo,Kids,Shirts,1031,2,2062,Outstanding,No
NKSWGN3F2Y,2023-11-03,Joshua,Reese,Female,22,Cavite,Dasmariñas,H&M,Women,Lingerie & Lounge wear,1409,6,8454,Very Satisfactory,No
3FV3BVNABH,2023-10-10,Anna,Moore,Female,33,Laguna,San Pedro,Nike,Kids,Hoodies & Sweatshirts,1479,2,2958,Outstanding,No
3SBHU1GKVD,2022-10-04,Richard,Casey,Female,32,Bulacan,Meycauayan,Puma,Women,Dresses,1167,6,7002,Very Satisfactory,No
ZAJKMHO28C,2020-05-05,James,Jenkins,Female,21,Batangas,Batangas City,Adidas,Men,Shirts,1297,1,1297,Outstanding,No
O9P3DNGDKI,2021-10-17,Taylor,Parrish,Male,30,Pangasinan,Mangaldan,H&M,Men,Shorts,1102,8,8816,Outstanding,No
MA3BQD505Q,2024-08-06,David,Velazquez,Male,25,Metro Manila,Quezon City,Uniqlo,Kids,Jeans,1333,2,2666,Very Satisfactory,No
1DX2T0DX3P,2021-01-05,Leslie,Fitzpatrick,Female,23,Metro Manila,Pasig,Uniqlo,Women,Leggings,1399,5,6995,Very Satisfactory,No
3G2X8XC31D,2021-10-07,Cheryl,Moss,Female,49,Rizal,Antipolo,H&M,Men,Hoodies & Sweatshirts,1042,2,2084,Outstanding,No
QQFGSR1S53,2023-10-31,Nancy,Lowe,Female,23,Cavite,Imus,Lee,Women,Shorts,1172,1,1172,Outstanding,No
KKSSC8VK9K,2023-04-21,Kristin,Miller,Male,21,Pangasinan,San Carlos,Puma,Men,Pants,906,2,1812,Very Satisfactory,No
VXNI7GN0AJ,2024-05-23,Alan,Atkins,Female,24,Batangas,Lipa,Gap,Men,T-Shirts,965,1,965,Satisfactory,No
GQSNHDSXD5,2023-05-31,Brian,Phelps,Female,20,Rizal,Antipolo,Gap,Men,T-Shirts,1353,2,2706,Satisfactory,No
SLNQBQD321,2023-06-17,Lawrence,Winters,Female,24,Metro Manila,Taguig,Adidas,Men,Polos,1190,3,3570,Very Satisfactory,No
EFKP80IL11,2023-07-31,James,Hernandez,Female,28,Rizal,Antipolo,H&M,Men,Shirts,1497,2,2994,Outstanding,No
T33RUQ5ZJ7,2023-05-05,Jason,Pittman,Male,39,Cavite,Dasmariñas,Gap,Men,Shirts,1486,4,5944,Satisfactory,No
IR2VCOL2R6,2022-09-12,Michael,Blankenship,Female,23,Cavite,Imus,Puma,Women,Tops,1304,8,10432,Outstanding,No
DX0Z05H5R7,2023-11-25,Brandy,Clayton,Male,21,Pangasinan,San Fabian,Adidas,Men,Underwear & Lounge wear,1267,6,7602,Satisfactory,No
5AXKZ0TYPD,2023-05-30,Thomas,Padilla,Male,39,Rizal,Antipolo,H&M,Women,Shorts,1130,3,3390,Very Satisfactory,No
2Y9D70AXTD,2021-12-13,Keith,Garcia,Female,45,Batangas,Batangas City,Adidas,Men,Polos,906,3,2718,Satisfactory,No
5PZQ7NNMJX,2022-09-03,Anna,Lester,Female,19,Batangas,Lipa,Gap,Women,Leggings,937,10,9370,Satisfactory,No
MPMQHX8LIW,2023-03-31,Edwin,Perry,Female,21,Batangas,Lipa,Uniqlo,Women,Dresses,1206,8,9648,Very Satisfactory,No
ZZFLE6ZSXG,2023-12-21,Amanda,Montgomery,Female,28,Rizal,Cainta,Puma,Kids,Dresses,1447,7,10129,Satisfactory,No
E1L5GPECIM,2021-04-06,Eric,Tran,Male,43,Batangas,Lipa,H&M,Men,Underwear & Lounge wear,1052,9,9468,Outstanding,No
IMCMGMFMXV,2023-09-15,Terrence,Lucero,Female,38,Rizal,Antipolo,H&M,Men,Shorts,1470,8,11760,Outstanding,No
9QLXXIS7LS,2020-05-15,Hannah,Mckee,Female,49,Pangasinan,San Fabian,Puma,Men,Shorts,921,1,921,Outstanding,No
WSOP8QJGLU,2023-02-18,Theresa,Beck,Male,24,Laguna,Calamba,Adidas,Women,Skirts,976,3,2928,Outstanding,No
KUB7QE8S40,2021-07-14,Dwayne,Wallace,Male,38,Cavite,Dasmariñas,H&M,Men,T-Shirts,1316,10,13160,Very Satisfactory,No
6GY3UN5DL4,2024-01-01,Katelyn,Taylor,Female,32,Metro Manila,Makati,Adidas,Women,Jeans,1338,6,8028,Satisfactory,No
ECPZHOB6B6,2023-06-05,Parker,Gray,Female,34,Laguna,Santa Rosa,Puma,Women,Pants,1044,2,2088,Outstanding,No
M0X3R4AL9B,2024-07-02,George,Smith,Male,26,Bulacan,San Jose del Monte,Lee,Men,T-Shirts,1345,7,9415,Satisfactory,No
VR7TFA6LXV,2023-08-18,Hailey,Meyers,Female,25,Bulacan,Meycauayan,Nike,Men,Polos,1085,3,3255,Outstanding,No
BGTCXD5GSN,2021-05-12,Sarah,Richards,Male,21,Batangas,Lipa,Puma,Men,Polos,1283,2,2566,Outstanding,No
WK44J79J69,2022-02-03,Hunter,Shannon,Female,32,Batangas,Batangas City,Nike,Kids,Pants,1193,9,10737,Outstanding,No
T91YVIIE23,2021-02-11,Tara,Potts,Female,26,Batangas,Lipa,H&M,Women,Jacket & Coats,1001,3,3003,Very Satisfactory,No
OK8YBF6BLI,2020-10-20,Ashley,Blackwell,Male,18,Laguna,Calamba,Lee,Women,Tops,1378,9,12402,Outstanding,No
36NSCU8NCA,2021-03-27,Vanessa,Tanner,Female,29,Laguna,Santa Rosa,H&M,Men,Outwear,1428,5,7140,Outstanding,No
GUSRA3JBPQ,2024-04-22,Casey,Taylor,Male,25,Metro Manila,Makati,Puma,Women,Shorts,1260,3,3780,Very Satisfactory,No
YQNNZ1I3XE,2023-08-10,Kevin,Long,Female,26,Laguna,San Pedro,Adidas,Women,Tops,1099,7,7693,Satisfactory,No
3GAEJ5DK9O,2024-07-23,Edward,Haney,Male,41,Cavite,Bacoor,Adidas,Women,Leggings,1337,1,1337,Satisfactory,No
A8Y55U136K,2024-02-19,Krystal,Caldwell,Female,24,Batangas,Lipa,Puma,Kids,Jeans,1069,1,1069,Very Satisfactory,No
8WSPF198FP,2021-01-26,Suzanne,Flores,Female,22,Laguna,Calamba,Uniqlo,Men,T-Shirts,1198,9,10782,Satisfactory,No
BGUOOY847U,2022-07-03,Jennifer,Rush,Female,38,Pangasinan,Mangaldan,Puma,Women,Tops,971,2,1942,Outstanding,No
0ALY28YH8Y,2024-04-13,Christopher,Morrison,Female,20,Batangas,Tanauan,Puma,Kids,Pants,1158,2,2316,Very Satisfactory,No
ZRIDHTV88Y,2023-07-31,Lauren,Smith,Male,29,Batangas,Lipa,Lee,Men,Polos,1289,6,7734,Outstanding,No
